H2,CO,C2H4,C2H6,CH4,C2H2,CO2,H2O,TDCG,Rogers Ratios,Duval’s Triangle,Japan ETRA diagram,Transformer condition,Warning gases,Fault
58.45289174,595.4280781,16.45787236,369.4907851,141.1085975,1.309615618,335.4046984,33.07108397,699.6656086,-,-,Thermal fault LOW temperature,Warning,C?H?,Thermal
117.9894301,945.6364702,28.85234465,240.8113754,94.2827205,1.636529139,1936.420472,0.277583623,1248.388899,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Electrical
83.06260447,621.1575712,66.89081394,241.1650449,73.56685904,4.18245357,2177.299912,19.7528747,28.29166275,-,PD,-,Warning,Carbon Dioxide (CO?),Electrical
37.3576356,826.2740931,42.20866166,334.4036189,121.906282,2.114653611,10906.77169,14.68353338,727.1794998,-,PD,Discharges + overheating,Warning,Carbon Dioxide (CO?),Arcing
119.2155717,893.9671393,87.02626027,346.9054099,69.78634866,4.664142521,2043.728306,22.85434123,454.0648684,-,Thermal fault 300°C-700°C,-,Warning,Carbon Dioxide (CO?),PD
146.1778758,234.4208595,83.14828231,73.52887653,4.383798795,0.650534175,6033.125096,42.34910516,1221.441794,-,PD,-,Warning,CO? & CO,PD
146.6436923,69.92573734,33.01582325,367.7919305,59.33976093,2.209402703,6256.744739,31.45267659,950.8171223,-,PD,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Overheating
27.67857233,1137.628452,5.193394846,174.8424077,117.2017565,1.127995113,4954.381353,33.3800646,1200.69153,-,PD,-,Warning,CO,Overheating
43.43963729,373.5003662,96.02646677,261.0808993,114.6925832,4.210691231,975.7400845,27.49479925,292.4764351,-,PD,-,Warning,CO? & CO,Arcing
132.364265,380.2065869,80.80972863,46.28007648,129.5598802,2.368676615,4819.722413,43.57404887,1032.698422,-,Thermal fault,-,Warning,CO,Overheating
113.9775111,1297.341892,40.58062526,125.5888622,135.8933729,4.355719223,6187.801259,1.337933253,599.9810596,-,Thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Thermal
99.51060487,1406.650062,43.90188289,324.7229699,79.1825196,4.783056283,7167.655563,27.22663136,205.9760985,-,-,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,PD
25.41117228,1303.682109,72.64181232,144.4803887,78.61378621,2.412926314,935.5476727,39.01976475,460.1610353,-,-,No diagnosis available,Warning,Ethane & Carbon Dioxide,PD
117.9867704,554.8144287,69.95005317,103.0534711,16.77675875,0.899165654,5567.959686,2.985079694,757.1104481,-,-,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,PD
59.32566524,225.8140014,20.6360547,169.0217574,124.6628392,3.050797414,2127.057226,34.81227879,524.8809682,-,PD,No diagnosis available,Warning,CO? & CO,Electrical
36.0153469,5.00836167,37.1953223,305.0036302,133.3194982,2.878997148,534.4176569,38.03821251,1487.80871,-,Thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Electrical
29.76204827,153.8124049,0.389928021,362.1939936,86.26820012,0.363687834,7656.316646,8.77321773,650.8609726,-,-,-,Warning,C?H?,Overheating
54.16436318,828.4315208,48.58641912,284.3589896,129.9434967,2.660571552,3500.486503,5.259490545,365.5934614,-,Thermal fault,Discharges + overheating,Warning,CO,Arcing
148.001999,890.8800544,57.71450372,312.0510974,94.13462294,4.751766147,1723.092653,49.13508815,1484.117892,-,Thermal fault,Thermal fault LOW temperature,Warning,CO,PD
75.79246085,694.4681894,31.72540829,282.1197202,12.98448035,2.590002466,8790.381001,2.722515,1016.606166,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,PD
22.04899501,926.7700696,43.99696157,350.5557024,78.81538487,3.405739597,9592.264442,16.67734182,1360.292532,-,-,Discharges + overheating,Warning,C?H?,Arcing
133.6889347,162.8791232,12.52092398,60.79908398,48.17961673,3.156726157,7528.184614,29.82392006,1082.659283,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,Carbon Dioxide (CO?),Thermal
79.26220937,278.6978742,84.60702366,375.3026282,29.16589846,3.742423129,3640.042038,42.68887297,491.6241255,-,Electrical and thermal fault,Discharges + overheating,Warning,CO,Thermal
30.79474077,1009.795975,52.62125021,373.8476225,73.26028502,2.952922762,3801.835209,9.273774698,597.4468956,-,Thermal fault,Thermal fault LOW temperature,Warning,CO,Electrical
91.87234162,754.7200141,83.63454704,75.72446885,85.30301467,3.630801362,1262.896772,47.26880957,1243.568096,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Thermal
88.26340116,1198.419068,95.02693856,186.6702029,42.79566036,4.528795549,2108.655519,16.36030769,311.5408908,-,Thermal fault,-,Warning,CO? & CO,Arcing
22.04838414,881.6745812,25.70754929,32.69284878,123.6390676,2.076793983,4763.184697,38.88572277,205.9806267,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,-,PD
127.4170734,1482.174001,24.78646542,336.0309706,16.5485523,0.365658959,6531.928479,22.18852325,126.2342275,-,Thermal fault,No diagnosis available,Warning,C?H?,PD
3.829731226,679.1431103,66.65582805,303.0102642,118.0164726,4.46072488,1475.524812,27.7775842,306.3576706,-,-,Discharges + overheating,Warning,-,Overheating
144.5885419,111.4888504,20.13650884,59.59282672,62.47027896,1.240900013,5787.621208,32.63994122,180.0936183,-,-,Thermal fault LOW temperature,Warning,-,Overheating
113.3583772,57.05576486,58.06043133,300.2483155,59.59563994,4.869434247,8221.451549,44.51155143,450.2047411,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,Overheating
37.76152404,1459.529713,76.18828706,2.316128627,74.46858613,0.570924176,7576.781371,26.88652764,631.985893,-,Thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,PD
111.073777,0.144454037,23.60983579,395.2647283,101.8625354,3.407120948,1814.306432,17.46764259,395.41536,-,Electrical and thermal fault,Discharges + overheating,Warning,-,Electrical
45.59439897,1228.906537,31.30908291,265.293711,34.76836098,0.120960793,7030.823323,43.82606621,648.9277492,-,PD,Discharges + overheating,Warning,-,Electrical
68.19190169,1466.312171,74.92789428,343.3642407,121.5631713,2.324953062,3528.406859,29.5486203,278.3113588,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,CO,PD
109.502726,485.8599178,15.51716799,358.6989068,48.63351417,3.484348421,7396.277516,49.08558947,381.0163898,-,-,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Overheating
33.2482452,955.3514997,8.666660843,175.5412442,138.9801586,4.652901227,9681.965746,40.40887028,1310.644685,-,Thermal fault 300°C-700°C,-,Warning,C?H?,Arcing
92.02833537,728.2051663,95.11866071,197.1354596,95.35723655,4.715049835,5954.474457,15.3556412,510.3211029,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Electrical
18.84713483,639.0234155,41.81433804,11.12394195,129.2105305,1.714986108,3340.747846,21.32453893,538.454197,-,Thermal fault,-,Warning,CO? & CO,Arcing
3.455132119,1188.415834,86.11484923,176.4318306,79.32585972,1.252297402,3908.573459,49.37019703,298.56697,-,PD,-,Warning,C?H?,Electrical
62.12810111,546.9496022,97.15777596,297.165264,91.20146362,2.793334451,955.3111051,47.18174011,1481.579248,-,Electrical and thermal fault,-,Warning,CO,Overheating
2.798487554,649.7809645,56.90343451,185.5898808,133.4399862,2.761595589,6947.02097,41.68461324,449.7174115,-,Electrical and thermal fault,-,Warning,Ethane & Carbon Dioxide,Electrical
78.14802269,228.9818718,59.05761301,351.5058431,131.3455154,2.817810921,2175.820983,21.55177603,1195.087905,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO? & CO,Overheating
41.93240226,487.4400477,25.79954693,397.6686548,147.0027321,3.693720654,3043.731127,27.65993897,821.8352157,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Electrical
112.7504847,318.7352257,60.69088141,384.0498584,93.4672824,0.568928554,9837.948633,32.73759193,1269.190099,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Electrical
118.4828475,666.9860381,69.81435098,205.7806142,72.29833777,4.624862608,800.0060392,2.758942907,210.0579471,-,-,Discharges + overheating,Warning,-,Electrical
37.53268842,1018.073031,19.76172373,64.2031456,112.7002636,0.78899452,7109.074325,6.163971401,426.8119942,-,PD,No diagnosis available,Warning,Ethane & Carbon Dioxide,Thermal
21.45148112,416.6169093,73.13949735,107.636732,141.1925925,3.676567985,6548.693312,49.26698173,456.6241118,-,Thermal fault,-,Warning,Ethane & Carbon Dioxide,Thermal
121.4913706,998.8202178,62.42590696,114.9766446,54.05491464,4.009054761,7866.343309,2.748839074,1112.104771,-,-,Discharges + overheating,Warning,Carbon Dioxide (CO?),Arcing
55.80060686,7.991816694,45.8924123,180.588984,104.2468695,3.702591469,7575.464991,20.26276797,1108.391036,-,Electrical and thermal fault,Discharges + overheating,Warning,CO,Thermal
70.59840725,475.673059,6.81917935,40.08818796,109.5684595,3.304301511,7521.528467,13.02545183,1338.037064,-,-,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Arcing
116.3545607,785.5190065,11.82932275,240.9104245,121.4058621,0.055868378,2629.815039,46.16452515,1199.912834,-,PD,-,Warning,-,Overheating
1.900772826,1254.778533,49.86636871,138.9044369,148.8161232,4.048391142,2299.529292,7.107282605,538.9846966,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,Ethane & Carbon Dioxide,PD
4.69265431,299.7130162,88.00798889,153.909503,38.0768825,1.562498556,1566.526021,21.50906547,388.8019868,-,PD,Thermal fault LOW temperature,Warning,C?H?,Arcing
85.5732561,79.23306319,93.6831194,139.0776362,64.49760779,2.780731339,7245.914029,6.724730662,878.5665075,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,Ethane & Carbon Dioxide,PD
128.2448601,1397.441036,73.36734508,256.7218729,16.14856998,4.925492779,6173.111575,25.58950603,1071.66177,-,-,-,Warning,CO? & CO,Thermal
113.9218878,223.5426365,72.70902095,60.77725491,51.80678007,1.559443205,5299.808083,14.38509821,852.6734485,-,Thermal fault,Thermal fault LOW temperature,Warning,-,Thermal
67.57452318,1237.961795,58.95154967,324.5979348,55.26502302,1.629061607,6359.005222,18.15303616,46.61539415,-,Thermal fault 300°C-700°C,-,Warning,CO,Thermal
138.0223271,1038.530681,5.287953003,162.1114557,2.461821394,2.075927726,135.7767429,44.51505125,1499.450904,-,Electrical and thermal fault,No diagnosis available,Warning,C?H?,Arcing
24.00881792,1273.774245,79.51755673,300.9673903,5.624316149,0.723485455,3409.237087,38.78146638,1094.654121,-,-,Thermal fault LOW temperature,Warning,CO? & CO,Electrical
100.1895425,68.98806064,55.34289096,283.9909899,57.71541843,0.122167089,2573.096411,42.17494616,796.7873383,-,PD,-,Warning,CO,Overheating
101.8899409,200.2270708,90.32135804,279.2535464,115.984196,0.340929131,4659.047983,16.84001552,1017.336161,-,-,Thermal fault LOW temperature,Warning,CO? & CO,PD
15.93394118,439.2279574,78.91942695,281.2337191,53.87813922,1.98173752,5374.826647,42.55744352,584.3983272,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Electrical
95.64288543,415.4533558,54.42727872,94.4993531,139.3473115,4.491287122,7280.648251,43.28051008,886.733688,-,Electrical and thermal fault,-,Warning,Ethane & Carbon Dioxide,Electrical
1.572183305,545.6953505,40.26988548,173.1168114,133.4905008,1.115381008,4680.304648,5.415106222,535.8743073,-,PD,No diagnosis available,Warning,Ethane & Carbon Dioxide,Electrical
117.1936652,488.7655432,41.58550514,398.561702,73.12244021,3.911487497,332.3624547,38.28049063,1401.704978,-,Thermal fault,-,Warning,-,Thermal
50.18368604,190.4602665,80.97113826,268.2713655,75.46443396,4.94729251,5366.381824,19.10942092,782.5825165,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Thermal
71.65604511,109.5841696,57.50202011,202.6664071,53.71204851,4.439162596,5619.03871,19.24059519,161.5781833,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO? & CO,PD
125.1249355,1315.408315,31.27506153,158.264409,103.9083054,2.233355843,3223.348538,36.95951962,250.4540295,-,Thermal fault,Discharges + overheating,Warning,C?H?,Arcing
104.147447,613.8077704,72.19572713,241.4220884,116.8001131,1.02429312,6497.166994,10.22582422,815.223688,-,Thermal fault 300°C-700°C,-,Warning,-,Arcing
112.5978432,417.616306,18.71982123,46.60659866,28.65092935,1.082701229,4828.754355,45.76377633,1482.713963,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,-,Electrical
0.935374674,1437.663185,77.28176285,0.821529976,143.0089368,0.612839609,6385.506966,28.08190454,1178.527461,-,PD,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Thermal
79.73895522,237.2879182,38.45586447,200.9768096,123.0676472,0.985729679,7143.743603,7.15208395,473.4844311,-,Electrical and thermal fault,-,Warning,CO? & CO,Overheating
48.4377307,68.28540282,85.86060443,77.76038574,47.17815294,3.917375479,419.2730557,20.11764716,1370.103422,-,Electrical and thermal fault,Discharges + overheating,Warning,CO,PD
143.2761271,269.295636,30.80418482,98.89632755,140.4148649,3.814226442,2345.690467,1.3523896,1282.88853,-,Electrical and thermal fault,-,Warning,Ethane & Carbon Dioxide,Electrical
134.0439618,1237.912181,92.96842968,218.7173097,66.14703002,3.670765954,1085.523346,16.34659184,1300.273324,-,-,-,Warning,-,Thermal
66.99560234,738.2068266,87.6196839,111.8918474,57.95232335,4.258348189,4496.542625,27.86642589,103.4853261,-,-,Thermal fault LOW temperature,Warning,C?H?,PD
106.6903149,6.328167247,42.19870759,315.5151847,113.2604427,3.793923631,3324.529122,0.838270185,1302.254229,-,-,-,Warning,CO,Arcing
80.95415655,292.402814,10.70406103,113.7609967,129.8333496,4.766353404,5229.9502,3.815737532,840.8811414,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,Ethane & Carbon Dioxide,Overheating
124.446151,814.2500939,45.84755895,342.9273419,49.50394521,2.155446829,7107.063821,20.58225969,920.1839043,-,PD,-,Warning,Ethane & Carbon Dioxide,Thermal
118.6871017,1285.380268,29.63591374,74.4691009,20.50174552,1.489338104,8858.740164,12.12666655,1347.763612,-,-,Discharges + overheating,Warning,CO,Overheating
148.8801707,165.6151454,76.65986189,154.7410283,129.2860781,1.715021163,5199.893704,34.80770759,186.5084946,-,PD,Thermal fault LOW temperature,Warning,-,Arcing
78.4905372,138.0050701,99.47083428,144.3964604,37.50871564,4.869792375,1210.748366,39.80202198,867.5121199,-,Thermal fault,-,Warning,Carbon Dioxide (CO?),Overheating
90.92774922,730.002134,31.24840657,49.31369948,10.76956806,0.820813493,10199.23136,20.24946377,951.2783379,-,Electrical and thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Electrical
69.11591638,1352.377301,41.46725574,378.833279,5.761104893,3.044653107,1135.425823,28.35715818,16.0647665,-,PD,Discharges + overheating,Warning,C?H?,Thermal
18.96016122,212.18859,84.73591721,57.82329311,10.53325807,1.065210383,5069.697287,28.62379272,878.7582519,-,PD,Thermal fault LOW temperature,Warning,CO? & CO,Electrical
109.0985769,1077.383125,84.86947159,105.6838951,123.9082544,2.807539755,9189.759256,6.340256597,689.6860802,-,PD,No diagnosis available,Warning,Ethane & Carbon Dioxide,Electrical
30.27234587,112.2312577,22.00084641,174.982286,79.85318256,1.63750591,6323.247204,40.97073003,791.7922721,-,Thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Thermal
32.79278234,942.1835692,48.04786696,89.08138203,109.8063384,1.795005286,10110.57896,21.37664566,147.9180367,-,PD,No diagnosis available,Warning,Carbon Dioxide (CO?),Electrical
120.4409395,410.4605605,14.12575042,389.8584168,37.76029267,1.966144791,995.727421,3.25409218,1169.174056,-,PD,Discharges + overheating,Warning,-,Thermal
15.5028176,493.3960538,11.44863847,152.3683025,103.9936407,1.008367398,4764.792424,9.514137229,667.0362643,-,Electrical and thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),Arcing
104.4370515,219.5380121,79.17777332,250.4508784,38.32866749,1.430842789,1961.819753,4.900737664,166.5390559,-,Thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Arcing
85.65862518,1334.530535,47.0422742,220.6768944,103.6409783,0.708031358,3024.454437,46.53955811,1151.087056,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Electrical
76.31697465,907.9748208,70.710659,390.5301172,32.31895314,2.461161432,1027.836582,45.39743127,500.9399579,-,-,Thermal fault LOW temperature,Warning,CO? & CO,Thermal
9.894310873,1374.890542,41.80726112,107.6779353,46.79298477,3.64478566,8535.246916,7.507517718,810.3028456,-,-,No diagnosis available,Warning,-,Overheating
4.632255453,612.9667535,82.30828383,114.8877388,0.00229829,4.851863786,7049.624879,28.49088081,1239.297759,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,PD
145.384495,751.1018193,44.07276075,313.0965558,135.8262768,2.245818723,8748.637302,24.97856324,460.9147196,-,-,No diagnosis available,Warning,CO? & CO,Thermal
103.135671,482.5764156,68.27338167,271.9645144,62.55937759,0.558788095,5594.776101,13.01419619,294.6247311,-,Thermal fault,Discharges + overheating,Warning,CO? & CO,Arcing
58.24330633,605.1769233,49.55851031,285.3132667,11.52934672,2.986235851,8214.784717,30.49870096,1207.161078,-,Thermal fault,No diagnosis available,Warning,CO? & CO,Electrical
143.8412657,605.9247134,62.19914193,25.12548767,81.51947508,2.150513796,6367.024006,20.18322326,1411.190011,-,Electrical and thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),PD
107.8565467,1182.324215,51.86501792,44.58902557,40.28161312,4.714212529,1041.284348,19.8861486,218.1364177,-,PD,Discharges + overheating,Warning,CO,Thermal
51.42516489,566.4904064,20.56354547,343.0235278,145.7237569,2.79450997,5446.5405,47.43807758,38.98024529,-,PD,No diagnosis available,Warning,Carbon Dioxide (CO?),Overheating
130.0431729,832.9112731,96.12749044,45.39054108,85.74570041,4.864504663,1753.498439,26.63483507,571.0704092,-,PD,No diagnosis available,Warning,-,Thermal
114.3208687,803.7753418,85.35165444,204.9149739,105.6629646,2.91363724,4001.257428,35.69865084,283.8395038,-,PD,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,PD
0.870016708,499.3158716,84.43858629,101.4201804,41.23793102,3.495954846,7370.041935,8.438003562,310.7114246,-,PD,-,Warning,CO,Thermal
